order_id,product_id,supplier_id,warehouse_id,order_date,delivery_date,quantity,order_status,stock_level
O10242,P128,S048,W06,2024-11-16,2024-11-22,53,Delivered,317
O10243,P124,S029,W01,2024-12-24,2024-12-31,419,Delivered,614
O10244,P071,S017,W01,2024-02-27,2024-03-05,87,Delivered,497
O10245,P028,S014,W01,2024-05-08,2024-05-18,500,Delivered,191
O10246,P184,S046,W03,2024-05-16,2024-05-23,340,Delivered,589
O10247,P077,S045,W04,2024-03-09,2024-03-14,221,Delayed,656
O10248,P034,S047,W05,2024-11-03,2024-11-12,77,Delivered,646
O10249,P060,S019,W01,2024-10-24,2024-11-01,410,Delivered,30
O10250,P149,S023,W06,2024-10-23,2024-10-26,199,Delivered,381
O10251,P024,S027,W02,2024-07-03,2024-07-08,219,Delayed,860
O10252,P063,S033,W06,2024-09-20,2024-09-27,411,Delivered,670
O10253,P004,S043,W05,2024-06-03,2024-06-13,340,Delivered,508
O10254,P095,S023,W01,2024-01-20,2024-01-29,417,Delivered,532
O10255,P021,S005,W04,2024-01-02,2024-01-12,269,Delivered,333
O10256,P103,S017,W02,2024-04-14,2024-04-24,398,Delivered,18
O10257,P175,S021,W06,2024-09-20,2024-09-21,417,Delayed,221
O10258,P135,S009,W01,2024-05-10,2024-05-17,317,Delivered,80
O10259,P162,S024,W04,2024-11-06,2024-11-11,284,Delivered,82
O10260,P010,S038,W06,2024-09-20,2024-09-27,201,Delivered,679
O10261,P182,S037,W06,2024-02-20,2024-02-28,286,Delayed,89
O10262,P019,S018,W04,2024-12-16,2024-12-17,394,Cancelled,891
O10263,P150,S012,W02,2024-04-02,2024-04-08,452,Delivered,927
O10264,P013,S004,W06,2024-09-23,2024-09-26,298,Delivered,675
O10265,P106,S037,W01,2024-10-02,2024-10-04,141,Delivered,833
O10266,P013,S038,W02,2024-12-30,2025-01-04,477,Delayed,756
O10267,P084,S019,W02,2024-10-17,2024-10-23,328,Delivered,75
O10268,P119,S019,W05,2024-11-27,2024-12-03,189,Delivered,488
O10269,P082,S028,W06,2024-12-12,2024-12-15,411,Delayed,710
O10270,P080,S036,W06,2024-07-09,2024-07-12,238,Delivered,141
O10271,P084,S022,W04,2024-03-31,2024-04-04,123,Delivered,184
O10272,P006,S041,W06,2024-04-04,2024-04-14,102,Delayed,760
O10273,P066,S018,W01,2024-08-22,2024-08-29,52,Delivered,209
O10274,P020,S045,W06,2024-05-06,2024-05-07,240,Delivered,837
O10275,P152,S018,W02,2024-12-07,2024-12-12,56,Delivered,212
O10276,P114,S042,W03,2024-05-21,2024-05-26,37,Delivered,298
O10277,P141,S002,W05,2024-07-15,2024-07-25,412,Delivered,967
O10278,P176,S048,W05,2024-01-06,2024-01-07,90,Delayed,534
O10279,P001,S037,W02,2024-10-26,2024-10-30,358,Delivered,30
O10280,P095,S003,W06,2024-12-30,2025-01-04,240,Delivered,121
O10281,P109,S031,W05,2024-03-14,2024-03-20,297,Delivered,783
O10282,P084,S039,W04,2024-01-22,2024-01-25,26,Delivered,997
O10283,P122,S008,W03,2024-09-15,2024-09-22,105,Delivered,531
O10284,P192,S047,W01,2024-04-02,2024-04-12,82,Delayed,121
O10285,P135,S046,W03,2024-06-06,2024-06-13,360,Delivered,943
O10286,P012,S033,W05,2024-08-25,2024-08-27,367,Delivered,310
O10287,P123,S019,W01,2024-05-10,2024-05-12,396,Delivered,547
O10288,P178,S047,W02,2024-01-23,2024-01-31,392,Delivered,764
O10289,P027,S017,W04,2024-11-04,2024-11-12,437,Delivered,296
O10290,P131,S009,W06,2024-11-06,2024-11-16,207,Delivered,860
O10291,P124,S015,W05,2024-03-24,2024-03-28,136,Cancelled,388
O10292,P194,S046,W04,2024-04-18,2024-04-20,63,Cancelled,277
O10293,P108,S047,W04,2024-01-22,2024-01-31,36,Delivered,217
O10294,P093,S003,W02,2024-09-22,2024-10-02,295,Delivered,241
O10295,P067,S031,W05,2024-08-05,2024-08-15,299,Delivered,338
O10296,P054,S050,W04,2024-02-15,2024-02-25,113,Delivered,559
O10297,P132,S019,W04,2024-08-12,2024-08-18,126,Delivered,613
O10298,P042,S010,W06,2024-03-22,2024-04-01,98,Delayed,894
O10299,P129,S041,W01,2024-08-13,2024-08-14,84,Cancelled,921
O10300,P004,S007,W06,2024-01-09,2024-01-11,220,Cancelled,431
O10301,P058,S014,W05,2024-05-25,2024-05-27,314,Cancelled,276
O10302,P062,S018,W06,2024-03-28,2024-04-05,127,Delayed,667
O10303,P135,S033,W03,2024-04-08,2024-04-16,317,Delivered,931
O10304,P181,S031,W01,2024-02-29,2024-03-05,395,Delivered,353
O10305,P115,S020,W02,2024-08-14,2024-08-15,101,Delivered,221
O10306,P040,S022,W02,2024-09-17,2024-09-26,14,Delivered,533
O10307,P015,S001,W06,2024-08-13,2024-08-22,298,Delivered,427
O10308,P071,S031,W05,2024-08-16,2024-08-19,255,Delivered,76
O10309,P185,S042,W03,2024-05-06,2024-05-10,343,Delivered,260
O10310,P061,S013,W04,2024-09-09,2024-09-17,140,Delivered,103
O10311,P082,S022,W05,2024-11-09,2024-11-14,267,Delivered,993
O10312,P183,S038,W04,2024-07-22,2024-07-29,199,Delivered,723
O10313,P157,S016,W04,2024-03-18,2024-03-21,346,Delivered,993
O10314,P152,S016,W05,2024-03-31,2024-04-09,322,Delayed,210
O10315,P003,S008,W02,2024-06-03,2024-06-07,290,Cancelled,639
O10316,P075,S042,W03,2024-01-04,2024-01-07,406,Delivered,115
O10317,P060,S038,W01,2024-05-25,2024-05-28,27,Delayed,644
O10318,P066,S041,W03,2024-01-16,2024-01-18,263,Delivered,754
O10319,P069,S034,W04,2024-05-19,2024-05-25,212,Delayed,481
O10320,P058,S027,W05,2024-02-06,2024-02-11,159,Delivered,2
O10321,P139,S042,W05,2024-03-28,2024-04-03,438,Delivered,308
O10322,P154,S011,W05,2024-08-12,2024-08-22,312,Delivered,688
O10323,P148,S032,W06,2024-02-15,2024-02-20,340,Delivered,668
O10324,P200,S009,W02,2024-03-07,2024-03-10,82,Delivered,743
O10325,P143,S028,W01,2024-04-08,2024-04-14,477,Delivered,661
O10326,P142,S048,W01,2024-02-27,2024-03-02,410,Delivered,612
O10327,P190,S033,W02,2024-08-16,2024-08-19,148,Delivered,244
O10328,P147,S017,W03,2024-07-07,2024-07-12,434,Delivered,745
O10329,P009,S021,W05,2024-10-29,2024-11-02,157,Delivered,493
O10330,P113,S046,W02,2024-03-10,2024-03-14,272,Delivered,742
O10331,P141,S026,W02,2024-04-09,2024-04-19,143,Cancelled,332
O10332,P046,S035,W04,2024-11-08,2024-11-12,346,Delivered,910
O10333,P160,S023,W05,2024-05-22,2024-05-27,232,Delivered,752
O10334,P032,S004,W02,2024-08-19,2024-08-24,244,Delivered,566
O10335,P134,S015,W05,2024-02-27,2024-03-02,96,Delivered,497
O10336,P080,S031,W01,2024-04-14,2024-04-20,341,Delayed,776
O10337,P088,S004,W06,2024-03-09,2024-03-15,387,Delayed,292
O10338,P106,S043,W06,2024-01-18,2024-01-23,328,Delivered,440
O10339,P183,S002,W03,2024-10-04,2024-10-05,281,Delivered,846
O10340,P081,S022,W02,2024-06-05,2024-06-12,135,Delivered,923
O10341,P185,S045,W06,2024-05-20,2024-05-25,175,Delivered,965
O10342,P071,S010,W01,2024-04-13,2024-04-23,272,Delivered,813
O10343,P062,S026,W02,2024-05-30,2024-06-02,397,Delivered,293
O10344,P077,S047,W05,2024-01-18,2024-01-19,159,Delayed,601
O10345,P091,S027,W06,2024-10-31,2024-11-03,67,Cancelled,891
O10346,P170,S034,W05,2024-08-23,2024-09-01,45,Delayed,662
O10347,P036,S036,W03,2024-08-09,2024-08-14,205,Cancelled,307
O10348,P048,S016,W04,2024-10-19,2024-10-24,281,Delayed,979
O10349,P126,S005,W04,2024-09-30,2024-10-05,163,Delivered,950
O10350,P183,S024,W03,2024-12-12,2024-12-17,343,Delivered,200
O10351,P083,S036,W02,2024-01-21,2024-01-30,250,Delivered,111
O10352,P184,S030,W04,2024-06-09,2024-06-12,159,Delayed,180
O10353,P030,S033,W06,2024-08-05,2024-08-13,499,Delivered,820
O10354,P049,S045,W06,2024-04-22,2024-04-26,110,Delayed,320
O10355,P160,S035,W06,2024-08-08,2024-08-11,386,Cancelled,175
O10356,P131,S042,W02,2024-02-14,2024-02-18,204,Delivered,816
O10357,P165,S048,W06,2024-09-14,2024-09-16,64,Delivered,803
O10358,P021,S010,W02,2024-01-29,2024-02-02,99,Delayed,935
O10359,P105,S041,W02,2024-08-12,2024-08-16,182,Delivered,106
O10360,P164,S040,W06,2024-07-22,2024-07-30,168,Delivered,810
O10361,P152,S006,W03,2024-05-20,2024-05-24,55,Delivered,755
O10362,P149,S041,W02,2024-08-10,2024-08-12,346,Delivered,767
O10363,P072,S045,W05,2024-02-26,2024-03-01,97,Cancelled,152
O10364,P136,S021,W03,2024-03-01,2024-03-02,500,Delivered,744
O10365,P002,S010,W03,2024-06-21,2024-06-29,156,Delivered,24
O10366,P040,S029,W02,2024-10-16,2024-10-23,108,Delivered,268
O10367,P172,S013,W04,2024-10-24,2024-10-30,36,Delayed,156
O10368,P081,S044,W04,2024-05-27,2024-06-04,132,Delivered,134
O10369,P111,S008,W06,2024-03-19,2024-03-21,239,Delayed,899
O10370,P037,S009,W03,2024-04-19,2024-04-26,46,Delivered,911
O10371,P143,S024,W03,2024-04-03,2024-04-07,170,Delivered,638
O10372,P049,S030,W06,2024-03-31,2024-04-04,499,Delayed,508
O10373,P045,S020,W01,2024-08-18,2024-08-28,356,Delivered,896
O10374,P059,S050,W04,2024-06-19,2024-06-22,388,Cancelled,949
O10375,P196,S012,W05,2024-03-31,2024-04-07,24,Delivered,317
O10376,P155,S043,W04,2024-11-18,2024-11-26,435,Delivered,413
O10377,P142,S020,W05,2024-10-14,2024-10-24,16,Delayed,88
O10378,P069,S009,W05,2024-01-11,2024-01-21,225,Delivered,901
O10379,P142,S011,W01,2024-04-10,2024-04-11,98,Delivered,334
O10380,P063,S012,W02,2024-02-25,2024-02-27,454,Delayed,403
O10381,P175,S040,W03,2024-05-04,2024-05-12,272,Delivered,507
O10382,P040,S029,W02,2024-05-03,2024-05-07,154,Delivered,33
O10383,P081,S003,W06,2024-09-04,2024-09-09,285,Delivered,328
O10384,P088,S036,W06,2024-12-07,2024-12-15,496,Cancelled,997
O10385,P033,S037,W01,2024-05-11,2024-05-15,394,Delivered,156
O10386,P009,S037,W03,2024-09-23,2024-09-30,460,Delivered,933
O10387,P090,S003,W04,2024-12-25,2025-01-03,39,Cancelled,543
O10388,P102,S005,W02,2024-05-18,2024-05-20,436,Delayed,408
O10389,P196,S004,W03,2024-09-29,2024-10-05,113,Delivered,35
O10390,P158,S026,W05,2024-05-07,2024-05-14,75,Delivered,244
O10391,P153,S036,W04,2024-07-24,2024-07-29,200,Delivered,620
O10392,P037,S028,W02,2024-02-17,2024-02-26,68,Delivered,124
O10393,P019,S011,W03,2024-03-13,2024-03-16,116,Delayed,12
O10394,P037,S002,W04,2024-03-15,2024-03-16,222,Delivered,524
O10395,P142,S003,W05,2024-06-04,2024-06-09,328,Delivered,862
O10396,P140,S017,W01,2024-01-02,2024-01-11,302,Delayed,823
O10397,P001,S012,W02,2024-01-23,2024-01-25,384,Delivered,482
O10398,P162,S037,W05,2024-04-30,2024-05-07,88,Delivered,775
O10399,P095,S047,W03,2024-09-05,2024-09-14,206,Delivered,911
O10400,P090,S039,W05,2024-08-25,2024-08-30,101,Delivered,940
O10401,P097,S041,W06,2024-03-07,2024-03-08,91,Delayed,737
O10402,P197,S033,W03,2024-05-28,2024-06-06,426,Delivered,690
O10403,P193,S045,W03,2024-02-08,2024-02-11,386,Delivered,782
O10404,P150,S046,W05,2024-02-23,2024-03-01,97,Delivered,430
O10405,P120,S015,W06,2024-09-27,2024-10-03,332,Delivered,801
O10406,P094,S032,W05,2024-03-21,2024-03-27,211,Delivered,734
O10407,P181,S033,W05,2024-02-23,2024-03-04,118,Delayed,354
O10408,P172,S040,W03,2024-07-22,2024-07-26,487,Delivered,764
O10409,P103,S042,W02,2024-12-29,2024-12-30,407,Cancelled,820
O10410,P145,S038,W02,2024-01-07,2024-01-11,48,Delivered,715
O10411,P096,S003,W06,2024-01-20,2024-01-30,332,Delivered,589
O10412,P078,S045,W05,2024-12-05,2024-12-12,387,Delivered,185
O10413,P092,S020,W04,2024-03-17,2024-03-20,167,Delivered,422
O10414,P076,S035,W04,2024-09-06,2024-09-11,17,Delayed,858
O10415,P026,S014,W05,2024-08-11,2024-08-12,443,Delivered,939
O10416,P119,S045,W03,2024-03-17,2024-03-25,183,Delayed,403
O10417,P099,S037,W01,2024-05-18,2024-05-28,419,Delayed,168
O10418,P061,S028,W01,2024-09-04,2024-09-12,384,Delayed,229
O10419,P146,S007,W01,2024-05-07,2024-05-15,375,Delivered,379
O10420,P036,S004,W05,2024-04-11,2024-04-12,428,Delivered,56
O10421,P188,S018,W03,2024-03-25,2024-04-01,54,Delivered,327
O10422,P150,S046,W01,2024-09-07,2024-09-16,474,Delayed,889
O10423,P068,S006,W02,2024-08-06,2024-08-11,353,Delivered,846
O10424,P104,S012,W02,2024-12-28,2025-01-02,146,Delivered,5
O10425,P136,S049,W01,2024-03-10,2024-03-20,325,Delayed,203
O10426,P148,S044,W05,2024-01-31,2024-02-03,148,Delivered,438
O10427,P190,S022,W05,2024-03-16,2024-03-22,336,Delayed,676
O10428,P085,S038,W02,2024-10-19,2024-10-25,225,Delivered,741
O10429,P020,S035,W04,2024-01-31,2024-02-01,166,Delayed,553
O10430,P029,S021,W03,2024-04-19,2024-04-27,404,Delivered,81
O10431,P016,S035,W03,2024-06-02,2024-06-12,41,Delayed,111
O10432,P094,S027,W06,2024-03-10,2024-03-11,385,Delivered,747
O10433,P136,S036,W02,2024-01-03,2024-01-12,78,Delivered,36
O10434,P177,S038,W01,2024-08-13,2024-08-17,412,Delivered,661
O10435,P107,S019,W02,2024-09-10,2024-09-13,119,Delivered,663
O10436,P041,S050,W03,2024-03-05,2024-03-10,341,Delayed,910
O10437,P120,S035,W04,2024-01-26,2024-02-02,422,Delayed,26
O10438,P015,S029,W01,2024-03-22,2024-03-29,481,Delivered,331
O10439,P070,S004,W03,2024-12-24,2025-01-02,49,Delayed,819
O10440,P099,S012,W02,2024-01-31,2024-02-07,496,Delivered,137
O10441,P071,S034,W03,2024-08-11,2024-08-15,12,Delivered,360
O10442,P151,S014,W04,2024-09-16,2024-09-23,70,Delivered,621
O10443,P200,S023,W05,2024-06-21,2024-06-30,299,Delivered,48
O10444,P198,S023,W05,2024-05-28,2024-06-06,384,Cancelled,393
O10445,P113,S006,W03,2024-09-13,2024-09-20,32,Delivered,294
O10446,P001,S037,W04,2024-02-25,2024-02-27,411,Delivered,249
O10447,P158,S007,W05,2024-05-09,2024-05-14,28,Cancelled,545
O10448,P197,S008,W04,2024-02-11,2024-02-16,10,Delivered,19
O10449,P140,S008,W05,2024-03-23,2024-03-25,453,Delivered,10
O10450,P032,S008,W01,2024-08-07,2024-08-10,302,Delivered,748
O10451,P137,S046,W05,2024-01-13,2024-01-15,155,Delivered,126
O10452,P191,S033,W06,2024-08-22,2024-08-28,381,Delivered,602
O10453,P186,S022,W02,2024-05-05,2024-05-06,96,Delivered,873
O10454,P029,S035,W05,2024-10-28,2024-11-07,364,Delivered,123
O10455,P159,S047,W01,2024-11-17,2024-11-24,311,Delivered,672
O10456,P099,S004,W06,2024-10-02,2024-10-11,250,Delivered,939
O10457,P189,S011,W02,2024-12-18,2024-12-26,242,Delayed,307
O10458,P030,S012,W04,2024-02-12,2024-02-14,157,Cancelled,519
O10459,P073,S019,W03,2024-08-01,2024-08-06,493,Delivered,435
O10460,P060,S021,W04,2024-12-01,2024-12-03,213,Delivered,369
O10461,P079,S012,W03,2024-04-28,2024-04-29,201,Delivered,771
O10462,P158,S031,W04,2024-07-18,2024-07-22,286,Delivered,581
O10463,P102,S012,W06,2024-07-27,2024-08-04,413,Delivered,199
O10464,P196,S025,W01,2024-10-28,2024-10-30,388,Delivered,274
O10465,P184,S025,W01,2024-10-19,2024-10-21,330,Delivered,5
O10466,P091,S034,W04,2024-11-02,2024-11-05,153,Delivered,275
O10467,P022,S001,W05,2024-02-26,2024-03-07,423,Delayed,654
O10468,P188,S027,W03,2024-08-14,2024-08-24,429,Delayed,184
O10469,P029,S038,W01,2024-03-14,2024-03-20,307,Delivered,882
O10470,P140,S028,W01,2024-11-08,2024-11-14,343,Delivered,83
O10471,P005,S048,W03,2024-02-02,2024-02-07,340,Delivered,650
O10472,P073,S013,W01,2024-12-17,2024-12-23,495,Delayed,865
O10473,P118,S024,W04,2024-04-14,2024-04-20,178,Delivered,984
O10474,P099,S003,W04,2024-07-04,2024-07-08,11,Delivered,660
O10475,P053,S046,W05,2024-03-25,2024-03-27,426,Delayed,852
O10476,P020,S037,W04,2024-10-07,2024-10-17,401,Delivered,223
O10477,P082,S017,W06,2024-12-29,2025-01-08,284,Delivered,176
O10478,P187,S037,W05,2024-01-11,2024-01-17,274,Delivered,360
O10479,P138,S030,W04,2024-04-18,2024-04-24,224,Cancelled,833
O10480,P062,S012,W06,2024-01-29,2024-02-03,29,Delivered,860
O10481,P135,S042,W06,2024-05-12,2024-05-13,264,Delivered,887
O10482,P135,S013,W03,2024-04-20,2024-04-21,229,Delayed,518
O10483,P196,S003,W03,2024-08-17,2024-08-23,276,Delayed,712
O10484,P153,S004,W04,2024-10-10,2024-10-15,85,Delivered,238
O10485,P041,S048,W06,2024-01-06,2024-01-11,405,Delayed,9
O10486,P141,S010,W03,2024-11-09,2024-11-18,337,Delivered,463
O10487,P093,S037,W06,2024-02-01,2024-02-05,291,Delayed,372
O10488,P135,S007,W03,2024-08-22,2024-08-29,235,Delivered,992
O10489,P081,S027,W02,2024-09-05,2024-09-15,321,Delivered,691
O10490,P185,S020,W05,2024-08-07,2024-08-12,19,Delivered,18
O10491,P003,S023,W04,2024-03-21,2024-03-30,287,Delivered,580
O10492,P026,S033,W03,2024-09-24,2024-09-29,67,Delivered,625
O10493,P066,S027,W06,2024-12-01,2024-12-02,92,Cancelled,965
O10494,P064,S037,W01,2024-01-07,2024-01-17,391,Delivered,515
O10495,P145,S034,W03,2024-05-27,2024-06-02,319,Delivered,431
O10496,P155,S040,W03,2024-02-21,2024-02-23,388,Delivered,454
O10497,P014,S002,W04,2024-08-01,2024-08-11,274,Delivered,136
O10498,P150,S018,W02,2024-02-22,2024-02-25,29,Delivered,127
O10499,P039,S014,W04,2024-06-08,2024-06-12,430,Delivered,96
O10500,P190,S007,W01,2024-11-20,2024-11-28,480,Delivered,26
O10501,P090,S031,W04,2024-10-19,2024-10-20,159,Delayed,561
O10502,P156,S011,W04,2024-05-09,2024-05-11,222,Delivered,543
O10503,P137,S046,W05,2024-07-21,2024-07-31,127,Cancelled,328
O10504,P131,S023,W03,2024-03-26,2024-03-29,165,Delivered,721
O10505,P051,S016,W02,2024-03-27,2024-04-05,481,Delivered,221
O10506,P167,S023,W06,2024-03-11,2024-03-19,466,Delivered,873
O10507,P073,S021,W04,2024-03-06,2024-03-15,470,Delivered,593
O10508,P052,S039,W02,2024-01-18,2024-01-20,42,Cancelled,343
O10509,P076,S041,W01,2024-08-08,2024-08-16,352,Delayed,527
O10510,P155,S020,W02,2024-05-07,2024-05-14,273,Delivered,354
O10511,P199,S004,W06,2024-10-29,2024-11-08,142,Cancelled,74
O10512,P162,S021,W06,2024-12-31,2025-01-07,357,Delivered,753
O10513,P093,S026,W03,2024-09-05,2024-09-13,253,Delivered,666
O10514,P020,S032,W06,2024-04-13,2024-04-14,150,Delivered,932
O10515,P147,S018,W01,2024-11-15,2024-11-25,65,Delivered,145
O10516,P147,S034,W05,2024-09-29,2024-10-02,21,Delayed,883
O10517,P016,S018,W03,2024-09-22,2024-09-24,148,Delivered,347
O10518,P118,S034,W01,2024-12-13,2024-12-15,368,Delivered,716
O10519,P067,S039,W01,2024-02-04,2024-02-12,386,Delivered,299
O10520,P067,S012,W02,2024-08-31,2024-09-09,223,Delivered,803
O10521,P111,S026,W04,2024-01-07,2024-01-10,66,Delivered,866
O10522,P049,S009,W06,2024-12-11,2024-12-21,293,Delayed,109
O10523,P044,S039,W06,2024-10-20,2024-10-28,16,Delivered,357
O10524,P087,S044,W04,2024-10-08,2024-10-17,157,Delivered,793
O10525,P090,S046,W03,2024-10-15,2024-10-22,276,Delivered,960
O10526,P147,S048,W04,2024-08-03,2024-08-13,250,Delivered,431
O10527,P158,S019,W01,2024-04-04,2024-04-07,218,Delivered,985
O10528,P162,S033,W02,2024-02-09,2024-02-11,487,Delivered,110
O10529,P042,S040,W04,2024-03-10,2024-03-11,279,Delayed,679
O10530,P074,S013,W03,2024-04-29,2024-05-02,360,Delivered,856
O10531,P024,S030,W02,2024-01-05,2024-01-08,342,Delivered,760
O10532,P093,S014,W04,2024-06-13,2024-06-18,176,Delivered,584
O10533,P095,S004,W01,2024-05-04,2024-05-14,468,Delayed,624
O10534,P029,S002,W06,2024-05-29,2024-06-02,466,Delivered,806
O10535,P175,S004,W02,2024-02-25,2024-03-05,311,Delivered,529
O10536,P156,S014,W06,2024-07-27,2024-07-30,198,Delivered,254
O10537,P108,S045,W05,2024-06-05,2024-06-10,89,Delivered,853
O10538,P153,S044,W04,2024-05-07,2024-05-17,51,Delivered,782
O10539,P048,S013,W02,2024-05-06,2024-05-09,182,Delivered,917
O10540,P086,S028,W04,2024-12-27,2025-01-05,308,Delivered,575
O10541,P099,S036,W01,2024-10-10,2024-10-13,379,Delayed,585
O10542,P119,S010,W03,2024-06-13,2024-06-17,260,Cancelled,956
O10543,P152,S042,W06,2024-11-27,2024-12-02,305,Delivered,801
O10544,P032,S045,W04,2024-07-13,2024-07-21,326,Delivered,748
O10545,P123,S023,W01,2024-05-29,2024-06-04,90,Delivered,289
O10546,P163,S012,W03,2024-03-30,2024-04-01,494,Delivered,784
O10547,P094,S020,W05,2024-02-24,2024-02-27,408,Delivered,958
O10548,P192,S045,W03,2024-08-30,2024-09-08,18,Delayed,956
O10549,P104,S008,W03,2024-03-08,2024-03-16,217,Delayed,844
O10550,P073,S038,W04,2024-07-26,2024-07-27,268,Delivered,348
O10551,P142,S043,W02,2024-01-09,2024-01-18,82,Delayed,855
O10552,P146,S044,W06,2024-12-21,2024-12-22,489,Delayed,127
O10553,P165,S025,W03,2024-02-29,2024-03-04,446,Delivered,914
O10554,P034,S047,W05,2024-01-04,2024-01-05,435,Delivered,360
O10555,P127,S049,W04,2024-08-14,2024-08-19,428,Delivered,706
O10556,P197,S013,W05,2024-01-07,2024-01-11,46,Delivered,751
O10557,P167,S045,W01,2024-11-23,2024-12-01,48,Delivered,72
O10558,P077,S042,W03,2024-08-18,2024-08-23,270,Delivered,991
O10559,P150,S031,W05,2024-08-24,2024-08-25,366,Delivered,51
O10560,P122,S012,W03,2024-01-10,2024-01-13,249,Delayed,514
O10561,P022,S017,W05,2024-02-09,2024-02-15,24,Delivered,489
O10562,P034,S026,W02,2024-04-08,2024-04-11,175,Delayed,355
O10563,P142,S024,W06,2024-12-01,2024-12-02,424,Delayed,216
O10564,P114,S036,W01,2024-05-26,2024-05-27,196,Delivered,889
O10565,P070,S013,W06,2024-03-16,2024-03-22,198,Delivered,62
O10566,P035,S038,W05,2024-06-17,2024-06-22,259,Delivered,949
O10567,P044,S023,W03,2024-01-11,2024-01-19,260,Delivered,533
O10568,P027,S029,W06,2024-01-22,2024-01-28,437,Delivered,807
O10569,P036,S050,W04,2024-01-22,2024-02-01,416,Delivered,427
O10570,P171,S041,W05,2024-12-22,2024-12-30,261,Delivered,573
O10571,P185,S040,W03,2024-06-23,2024-07-02,281,Delivered,350
O10572,P138,S046,W03,2024-11-09,2024-11-10,90,Delivered,466
O10573,P123,S026,W06,2024-07-19,2024-07-29,176,Delivered,46
O10574,P145,S035,W01,2024-06-05,2024-06-11,166,Delivered,891
O10575,P066,S005,W04,2024-08-31,2024-09-09,451,Delivered,679
O10576,P045,S020,W01,2024-07-23,2024-07-25,272,Cancelled,921
O10577,P055,S014,W04,2024-07-08,2024-07-18,231,Delivered,727
O10578,P158,S034,W03,2024-02-24,2024-03-04,103,Delivered,675
O10579,P098,S028,W04,2024-07-13,2024-07-14,67,Delivered,307
O10580,P059,S020,W05,2024-07-21,2024-07-29,375,Delivered,661
O10581,P084,S044,W04,2024-01-06,2024-01-08,423,Delivered,203
O10582,P141,S041,W02,2024-09-04,2024-09-11,248,Delayed,696
O10583,P174,S029,W03,2024-02-22,2024-02-24,226,Delivered,887
O10584,P109,S012,W06,2024-01-14,2024-01-16,32,Delayed,484
O10585,P127,S045,W02,2024-11-18,2024-11-28,135,Delayed,492
O10586,P161,S041,W02,2024-09-14,2024-09-18,72,Delivered,178
O10587,P086,S026,W01,2024-07-20,2024-07-24,190,Delivered,161
O10588,P102,S044,W06,2024-10-14,2024-10-22,342,Delivered,489
O10589,P083,S003,W06,2024-01-05,2024-01-12,68,Delivered,172
O10590,P050,S030,W01,2024-10-24,2024-11-01,101,Delayed,680
O10591,P001,S004,W02,2024-10-04,2024-10-05,199,Cancelled,18
O10592,P125,S040,W01,2024-10-18,2024-10-27,129,Delivered,156
O10593,P129,S042,W02,2024-03-05,2024-03-08,252,Delivered,967
O10594,P023,S047,W02,2024-02-22,2024-02-27,253,Delivered,535
O10595,P027,S039,W01,2024-04-16,2024-04-26,149,Delivered,66
O10596,P109,S002,W02,2024-03-11,2024-03-14,460,Delivered,432
O10597,P068,S014,W03,2024-03-11,2024-03-21,362,Delivered,320
O10598,P164,S045,W01,2024-12-04,2024-12-05,241,Delivered,870
O10599,P190,S030,W05,2024-08-07,2024-08-17,386,Delivered,851
O10600,P085,S029,W05,2024-08-31,2024-09-02,353,Delivered,153
O10601,P023,S026,W03,2024-08-25,2024-08-29,301,Cancelled,930
O10602,P008,S008,W02,2024-08-26,2024-08-27,330,Delayed,59
O10603,P072,S042,W03,2024-08-03,2024-08-05,151,Cancelled,1
O10604,P118,S041,W01,2024-10-03,2024-10-13,100,Delayed,126
O10605,P081,S047,W01,2024-08-16,2024-08-20,109,Delivered,254
O10606,P085,S040,W05,2024-11-17,2024-11-22,494,Delivered,264
O10607,P164,S006,W06,2024-02-19,2024-02-26,363,Delivered,717
O10608,P109,S039,W03,2024-02-17,2024-02-25,313,Cancelled,115
O10609,P026,S010,W06,2024-05-09,2024-05-19,358,Delivered,993
O10610,P172,S031,W04,2024-03-01,2024-03-02,434,Delayed,630
O10611,P065,S011,W05,2024-08-22,2024-08-29,240,Delivered,202
O10612,P111,S031,W06,2024-02-29,2024-03-06,369,Delivered,183
O10613,P056,S040,W05,2024-08-15,2024-08-21,279,Delivered,679
O10614,P079,S007,W05,2024-07-25,2024-07-31,462,Delivered,437
O10615,P182,S006,W04,2024-04-03,2024-04-08,279,Delivered,41
O10616,P178,S035,W01,2024-10-01,2024-10-02,165,Delivered,500
O10617,P126,S017,W05,2024-05-05,2024-05-14,195,Delivered,79
O10618,P012,S015,W06,2024-10-22,2024-10-24,480,Delayed,480
O10619,P035,S007,W05,2024-09-29,2024-10-01,121,Delivered,472
O10620,P147,S020,W03,2024-07-09,2024-07-11,111,Delayed,520
O10621,P131,S039,W02,2024-08-27,2024-08-29,104,Delivered,644
O10622,P022,S001,W02,2024-01-07,2024-01-08,354,Delivered,616
O10623,P183,S026,W01,2024-07-22,2024-07-31,139,Delivered,398
O10624,P115,S050,W05,2024-02-23,2024-02-27,243,Delivered,334
O10625,P137,S047,W03,2024-03-18,2024-03-24,387,Delivered,395
O10626,P031,S050,W05,2024-01-25,2024-01-29,33,Delayed,348
O10627,P187,S004,W03,2024-02-29,2024-03-07,415,Delayed,16
